iter	Logloss
491	0.4195104131
492	0.4191412952
493	0.418947316
494	0.4188613493
495	0.4184475319
496	0.4183725548
497	0.4183009246
498	0.4181991308
499	0.4181408562
500	0.4180761355
501	0.4180097733
502	0.4179316808
503	0.4178498182
504	0.4177531147
505	0.4176581591
506	0.417566104
507	0.4174321946
508	0.4173203245
509	0.4172433841
510	0.4170541241
511	0.4169695001
512	0.4169256063
513	0.4168403372
514	0.4167394186
515	0.4166499813
516	0.4165612522
517	0.4164866522
518	0.4164203658
519	0.4163498017
520	0.4160153907
521	0.4158773573
522	0.4158033713
523	0.4157186227
524	0.4156492572
525	0.4155752477
526	0.4154901471
527	0.415342918
528	0.4152603635
529	0.4151905858
530	0.4150959792
531	0.4150186238
532	0.41493065
533	0.4148125294
534	0.4146806266
535	0.4146002296
536	0.414529131
537	0.4143632677
538	0.4142970881
539	0.4138873308
540	0.4136219862
541	0.4135389639
542	0.4134506252
543	0.4133964505
544	0.4133142534
545	0.413253108
546	0.4131648667
547	0.4131075255
548	0.413029813
549	0.4129917794
550	0.4129039086
551	0.4128085001
552	0.4126505424
553	0.4125868444
554	0.412549142
555	0.4124519024
556	0.4123671249
557	0.4122607727
558	0.412194059
559	0.4119877072
560	0.4119116529
561	0.4118471425
562	0.4115376968
563	0.4114390808
564	0.4113494619
565	0.4112881769
566	0.4112076873
567	0.4110711225
568	0.4108874837
569	0.4107516205
570	0.4106760122
571	0.4106151538
572	0.4105284141
573	0.4104449096
574	0.4101729541
575	0.4101118325
576	0.4100120648
577	0.4099201976
578	0.4098347884
579	0.4097625537
580	0.4096925463
581	0.409637751
582	0.409542639
583	0.4092273671
584	0.40916356
585	0.4090606023
586	0.4089563925
587	0.4086930174
588	0.408505321
589	0.4084448674
590	0.4083823667
591	0.4083161393
592	0.4081710992
593	0.4080968386
594	0.4080251438
595	0.4079609684
596	0.4078831896
597	0.4077956924
598	0.4077131394
599	0.4076154725
600	0.4074980572
601	0.407416687
602	0.4073312819
603	0.4070255353
604	0.4069300545
605	0.4065487426
606	0.4064712983
607	0.4064129037
608	0.4062785376
609	0.4061955976
610	0.4057929674
611	0.4057239979
612	0.4056246686
613	0.405530821
614	0.405463706
615	0.4053995488
616	0.4053215645
617	0.405248575
618	0.4048587494
619	0.4046820803
620	0.4045101016
621	0.4044001673
622	0.4043288644
623	0.4042586999
624	0.4041967763
625	0.4040711475
626	0.4039918658
627	0.4039009188
628	0.4038273181
629	0.4037318822
630	0.4035656566
631	0.4034311618
632	0.4033350355
633	0.403214155
634	0.4031442248
635	0.4030561241
636	0.4029905022
637	0.4029212952
638	0.4028690854
639	0.4027957273
640	0.4027284636
641	0.4026626373
642	0.4026021872
643	0.4025291117
644	0.4024650584
645	0.4023990534
646	0.4023358732
647	0.4022681155
648	0.4021799343
649	0.402088782
650	0.4020341373
651	0.4019580084
652	0.4018832132
653	0.4018220603
654	0.4017607161
655	0.4016722637
656	0.4015856333
657	0.4013471895
658	0.401295811
659	0.401232953
660	0.4011040285
661	0.4010208466
662	0.4009520588
663	0.4008872878
664	0.4007370132
665	0.4004778576
666	0.4003800367
667	0.4003160755
668	0.4002159829
669	0.400139679
670	0.4000643446
671	0.3999839191
672	0.399889726
673	0.3998042729
674	0.3997205047
675	0.3996431611
676	0.3995782528
677	0.3994984969
678	0.3994178988
679	0.3993640296
680	0.3991207826
681	0.3990411705
682	0.3989392674
683	0.3988488604
684	0.3987552649
685	0.3986240361
686	0.3984699533
687	0.3983777618
688	0.3983271683
689	0.3982380901
690	0.3981903194
691	0.3981120419
692	0.3979342078
693	0.3978616225
694	0.3977094918
695	0.3975998544
696	0.3972412838
697	0.3971526339
698	0.3970449403
699	0.3969049784
700	0.3966884516
701	0.3963523571
702	0.3958028722
703	0.3955709572
704	0.3955098446
705	0.3954429821
706	0.3953765589
707	0.3953153497
708	0.3952425279
709	0.3951512092
710	0.3947070801
711	0.3945196046
712	0.3944364456
713	0.3941815642
714	0.3940548632
715	0.3938755062
716	0.3938055903
717	0.3937474807
718	0.393671223
719	0.3935812775
720	0.3934969698
721	0.3934293417
722	0.3933680203
723	0.3932755161
724	0.3931833812
725	0.3930952993
726	0.3930081199
727	0.3928859275
728	0.3925755869
729	0.3924770197
730	0.3924003854
731	0.3923216371
732	0.3922187313
733	0.3921405728
734	0.3920929582
735	0.3920281895
736	0.3919533846
737	0.3919042259
738	0.3918122175
739	0.3917247926
740	0.3914728602
741	0.3913698274
742	0.3912619848
743	0.3911938529
744	0.3910957546
745	0.3910102558
746	0.3909344018
747	0.3908506042
748	0.3907655927
749	0.3907061199
750	0.3905802319
751	0.3904103237
752	0.3903400954
753	0.3902358115
754	0.3901328759
755	0.3900585354
756	0.3899685382
757	0.3898868051
758	0.3898096174
759	0.3893881388
760	0.3893162532
761	0.3892446851
762	0.3891680593
763	0.3890836567
764	0.3889810097
765	0.3886905809
766	0.3885097615
767	0.3884155639
768	0.3883544789
769	0.3882077889
770	0.3881502161
771	0.3880904357
772	0.3880323796
773	0.3879485004
774	0.3877534733
775	0.3876578296
776	0.3872382772
777	0.387150107
778	0.3870602164
779	0.3869984839
780	0.3869076984
781	0.3868032555
782	0.3867101511
783	0.3864089593
784	0.3863221113
785	0.386232548
786	0.3861631327
787	0.3861107304
788	0.385775703
789	0.3856640622
790	0.3855786668
791	0.3854955862
792	0.3854035015
793	0.3853212629
794	0.3852461793
795	0.3851345149
796	0.3850496058
797	0.3849531614
798	0.3848740246
799	0.3847932901
800	0.3847256139
801	0.3845548457
802	0.3844554354
803	0.3843750174
804	0.3842917807
805	0.3842089514
806	0.3841381651
807	0.384026002
808	0.3839504328
809	0.3838614653
810	0.3836073349
811	0.3830948464
812	0.3829962916
813	0.3829181046
814	0.3828345241
815	0.3825953203
816	0.382501877
817	0.382434886
818	0.3823517816
819	0.3822843312
820	0.3821902914
821	0.3821014661
822	0.3820216571
823	0.3819643837
824	0.3817590099
825	0.3816687497
826	0.3815785962
827	0.3815000038
828	0.381282888
829	0.3812162842
830	0.3810738272
831	0.3809713849
832	0.380897217
833	0.380826508
834	0.380735476
835	0.3806224394
836	0.3805407259
837	0.3804474081
838	0.3803472065
839	0.3802447676
840	0.3801050315
841	0.3800076547
842	0.3799245457
843	0.3794876694
844	0.3794200403
845	0.3793459711
846	0.3792689616
847	0.379211156
848	0.379120137
849	0.3790345981
850	0.3789459151
851	0.378628865
852	0.3785334556
853	0.3784369335
854	0.3783395703
855	0.3782428355
856	0.3781396818
857	0.3780446839
858	0.377949064
859	0.3778647255
860	0.3777694802
861	0.3776973231
862	0.3776041641
863	0.3775079522
864	0.3774129247
865	0.3773206997
866	0.377236947
867	0.3771434457
868	0.3770783426
869	0.376629567
870	0.3765396763
871	0.3764471738
872	0.3763514019
873	0.3762620229
874	0.3760987911
875	0.3760047908
876	0.3759229295
877	0.3758209555
878	0.3757325889
879	0.3755840808
880	0.3754782594
881	0.3753943351
882	0.3752443084
883	0.3751436518
884	0.3750549111
885	0.3749554388
886	0.3748703158
887	0.3747698474
888	0.3746667367
889	0.3745879044
890	0.3744190803
891	0.3739821578
892	0.3738837116
893	0.3737626134
894	0.3736818786
895	0.3733284704
896	0.3732323904
897	0.3731355636
898	0.3730325475
899	0.3729331078
900	0.3728325675
901	0.3727480768
902	0.3726636599
903	0.3725634753
904	0.3724785378
905	0.3724143976
906	0.3722622319
907	0.3721526475
908	0.3719030857
909	0.3718071239
910	0.3717297245
911	0.3716348281
912	0.3714546317
913	0.3713572445
914	0.3712697753
915	0.3711878416
916	0.3711039794
917	0.371017676
918	0.370912229
919	0.3708126661
920	0.370725926
921	0.3706219755
922	0.3705309231
923	0.3704246703
924	0.3703434127
925	0.3702480363
926	0.370167554
927	0.3700885394
928	0.3700048329
929	0.3699076671
930	0.3698222666
931	0.3697494922
932	0.3696688484
933	0.3695707205
934	0.3694678895
935	0.3693713486
936	0.3692701373
937	0.3691859216
938	0.3690889729
939	0.3687808713
940	0.3686801909
941	0.3685860493
942	0.3684988762
943	0.3683980934
944	0.3683046877
945	0.3682103567
946	0.3681232147
947	0.3680393613
948	0.3679529431
949	0.3674632998
950	0.3673643012
951	0.3672618281
952	0.3671754395
953	0.3670817014
954	0.366984851
955	0.3667233959
956	0.36634189
957	0.3662470004
958	0.3661474747
959	0.3660541719
960	0.3659564701
961	0.3655901735
962	0.3655120564
963	0.3650683148
964	0.3649725256
965	0.3648774143
966	0.3644214742
967	0.3643196812
968	0.3641504897
969	0.364063035
970	0.36396149
971	0.3634484892
972	0.3633458894
973	0.3632674545
974	0.3630733349
975	0.3629792623
976	0.3628794945
977	0.362775932
978	0.3626727417
979	0.3625767
980	0.3621763914
981	0.3620760113
982	0.3619863399
983	0.3618951332
984	0.3618003781
985	0.3614395546
986	0.3613491408
987	0.3612618349
988	0.3610728447
989	0.3609700565
990	0.3608663378
991	0.3607656703
992	0.3602928486
993	0.3599276433
994	0.3597560541
995	0.3596537057
996	0.3595735354
997	0.3594794018
998	0.3593830288
999	0.3591784741
